POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS)
unknown,1.0,1.0,3.0,Studio,-1000,0.0,0.0,"Kompally,Secunderabad",999.0,-999.0,-1000000.0
Owner,0.0,0.0,2.0,BHK,1200.120012,1.0,1.0,"Thara,Bhiwadi",28.162032,76.811066,40.0
Dealer,1.0,1.0,3.0,BHK,2244.897959,0.0,1.0,"Sector-150 Noida,Noida",28.429614,77.481711,110.0
Dealer,0.0,0.0,3.0,BHK,1920.122888,1.0,1.0,"Bariatu,Ranchi",23.399528,85.357421,75.0
Dealer,0.0,0.0,2.0,BHK,1238.390093,1.0,1.0,"Samata Nagar,Lalitpur",19.206252,72.962035,140.0
Dealer,0.0,0.0,2.0,BHK,1250.0,1.0,1.0,"Sector-17 Sanpada,Maharashtra",18.964489,73.019574,220.0
,,,,,nan,,,,,,nan
Dealer,0.0,1.0,4.0,BHK,3500.42005,1.0,1.0,"Suraj Kund,Faridabad",28.488415000000003,77.285903,250.0
Dealer,0.0,1.0,2.0,BHK,592.0886873,1.0,1.0,"Sector 86 Faridabad,Faridabad",28.406388,77.342588,23.5
Dealer,0.0,1.0,2.0,BHK,1190.377437,1.0,1.0,"Electronic City Phase II,Bangalore",12.8458,77.6727,57.4
Dealer,1.0,1.0,3.0,BHK,1500.0,0.0,1.0,"Dronagiri,Lalitpur",24.69028,78.41889,94.5
unknown,0.0,0.0,2.0,Studio,-1000,1.0,1.0,"Sector 36 Kamothe,Lalitpur",999.0,-999.0,-1000000.0
Owner,0.0,0.0,2.0,BHK,1050.030883,1.0,1.0,"Kadugodi,Bangalore",12.995285,77.766797,51.0
Dealer,0.0,0.0,4.0,BHK,2614.904958,1.0,1.0,"Thane West,Lalitpur",19.18,72.96333,520.0
Dealer,0.0,1.0,3.0,BHK,1303.870436,1.0,1.0,"Wadala,Lalitpur",24.69028,78.41889,380.0
Dealer,0.0,1.0,2.0,BHK,1254.5454550000002,1.0,0.0,"Harni,Vadodara",22.337395,73.225215,34.5
Owner,0.0,0.0,2.0,BHK,980.0490025,1.0,1.0,"Akota,Vadodara",22.2951,73.1686,28.0
,,,,,nan,,,,,,nan
Owner,0.0,1.0,3.0,BHK,1834.381551,1.0,1.0,"Mahindra City,Chennai",13.09,80.27,70.0
Dealer,1.0,0.0,2.0,BHK,1116.965227,0.0,1.0,"Tamando,Bhubaneswar",20.236361,85.743845,31.8
Dealer,0.0,0.0,3.0,BHK,1622.586403,1.0,1.0,"Kothanur,Bangalore",12.581437,77.322174,100.0
Builder,1.0,1.0,2.0,BHK,1066.666667,0.0,0.0,"Bailey Road,Patna",25.61,85.14139,48.0
Dealer,0.0,0.0,3.0,BHK,2338.087444,1.0,1.0,"Sector-107 Gurgaon,Gurgaon",28.507037,76.970772,100.0
Owner,0.0,0.0,2.0,BHK,1350.482315,1.0,1.0,"Kaliawadi,Navsari",20.953128,72.94534300000001,21.0
Owner,0.0,0.0,3.0,BHK,1100.119393,1.0,1.0,"Garia,Kolkata",22.403867,88.47000600000001,64.5
Dealer,0.0,1.0,3.0,BHK,2058.383234,1.0,1.0,"Sector-94 Noida,Noida",28.551820000000003,77.324137,220.0
,,,,,nan,,,,,,nan
Owner,0.0,0.0,4.0,BHK,2304.147465,1.0,1.0,"Sector-14 Hiran Magiri,Udaipur",24.545961,73.701494,120.0
Dealer,1.0,1.0,3.0,BHK,2314.999601,0.0,1.0,"Basavangudi,Bangalore",12.9437,77.5702,290.0
Dealer,0.0,0.0,3.0,BHK,1299.967501,1.0,1.0,"Vaishali Nagar,Jaipur",26.91868,75.750399,40.0
Dealer,0.0,0.0,3.0,BHK,1571.428571,1.0,1.0,"Sector-11 Mvp Colony,Visakhapatnam",17.742488,83.336016,110.0
Owner,0.0,0.0,3.0,BHK,3235.124206,1.0,1.0,"Iblur Village,Bangalore",12.91668,77.59196,280.0
Dealer,1.0,1.0,1.0,BHK,443.6860068,0.0,0.0,"Balagere,Bangalore",12.93687,77.720248,39.0
Dealer,0.0,1.0,4.0,BHK,2365.082778,1.0,1.0,"Sector-168 Noida,Noida",28.494868,77.410298,110.0
Dealer,0.0,0.0,2.0,BHK,998.2668977,1.0,1.0,"Mahalakshmi Nagar,Indore",22.175748,75.582163,28.8
Owner,0.0,0.0,2.0,BHK,1200.274348,1.0,1.0,"Zirakpur,Chandigarh",30.662283,76.822397,35.0
Dealer,1.0,0.0,3.0,BHK,994.6047384,0.0,0.0,"Kahilipara,Guwahati",26.142985,91.767427,42.4
Dealer,0.0,0.0,2.0,BHK,1050.112987,1.0,1.0,"7th Phase JP Nagar,Bangalore",35.0,136.0,79.0
Dealer,1.0,1.0,3.0,BHK,1442.533937,0.0,0.0,"Kovilambakkam,Chennai",12.942217,80.19109399999999,79.7
Dealer,0.0,0.0,2.0,BHK,836.0128617,1.0,1.0,"Chandannagar,Kolkata",22.85625,88.21678,23.4
Owner,0.0,0.0,3.0,BHK,1445.0867050000002,1.0,1.0,"Akshaya Nagar,Bangalore",12.96991,77.59796,100.0
Dealer,0.0,1.0,3.0,BHK,1650.302904,1.0,1.0,"Navalur,Chennai",12.845659,80.231049,79.0
Dealer,0.0,0.0,3.0,BHK,1490.075036,1.0,1.0,"Manpada,Maharashtra",19.239813,72.962722,280.0
Dealer,0.0,0.0,3.0,BHK,1320.007543,1.0,1.0,"Bhakti Park,Lalitpur",19.02767,72.88001,280.0
Dealer,0.0,1.0,3.0,BHK,845.9614536,1.0,0.0,"Mulund (West),Maharashtra",19.1759,72.9522,230.0
Dealer,0.0,0.0,2.0,BHK,1195.652174,1.0,1.0,"Kharghar,Lalitpur",24.69028,78.41889,110.0
Dealer,0.0,0.0,3.0,BHK,1850.038089,1.0,1.0,"Kharghar,Maharashtra",19.038205,73.06612,170.0
,,,,,nan,,,,,,nan
Dealer,1.0,1.0,3.0,BHK,100512.8205,0.0,0.0,"Perungudi,Chennai",12.961,80.2409,7840.0
Owner,0.0,0.0,2.0,BHK,1275.207592,1.0,1.0,"Someshwara Enclave,Surat",21.17,72.83,43.0
Owner,0.0,0.0,1.0,BHK,405.1316678,1.0,1.0,"jetpur,Rajkot",21.75417,70.62222,12.0
Owner,0.0,1.0,3.0,BHK,1550.169109,1.0,1.0,"Sector-129 Noida,Noida",28.507373,77.386719,55.0
Dealer,1.0,0.0,3.0,BHK,1435.063382,0.0,1.0,"Salt Lake,Kolkata",22.54111,88.33778000000001,120.0
Dealer,0.0,1.0,1.0,BHK,769.0942436,1.0,1.0,"Mhada Colony,Lalitpur",18.142137,74.57283100000001,130.0
Owner,0.0,0.0,2.0,BHK,1030.110935,1.0,1.0,"Basapura,Bangalore",12.863421,77.652405,39.0
Dealer,0.0,0.0,3.0,BHK,1767.200754,1.0,1.0,"Akshaya Nagar,Bangalore",12.96991,77.59796,150.0
Dealer,0.0,0.0,5.0,BHK,2225.189141,1.0,1.0,"Bevarly Park,Lalitpur",24.69028,78.41889,200.0
Dealer,1.0,0.0,3.0,BHK,1409.708738,0.0,0.0,"New Town,Kolkata",22.5922,88.484911,72.6
unknown,0.0,0.0,2.0,Studio,-1000,1.0,1.0,"Sector-24 Dharuhera,Dharuhera",999.0,-999.0,-1000000.0
Dealer,0.0,1.0,1.0,BHK,700.1292546,1.0,1.0,"Taloja,Lalitpur",24.69028,78.41889,32.5
Owner,0.0,0.0,2.0,BHK,735.8738502,1.0,1.0,"Rahata,Shirdi",19.77,74.48,28.0
Dealer,0.0,0.0,3.0,BHK,1602.866302,1.0,1.0,"Sector-9 Ulwe,Mumbai",18.973908,73.02510600000001,170.0
Dealer,0.0,0.0,3.0,BHK,1821.103374,1.0,1.0,"Breach Candy,Maharashtra",18.967801,72.804393,1020.0
Owner,0.0,0.0,3.0,BHK,1325.301205,1.0,1.0,"Sayajipura,Vadodara",22.323406,73.24039499999999,33.0
Owner,0.0,1.0,2.0,BHK,1020.029674,1.0,1.0,"Jalahalli East,Bangalore",13.068311,77.547552,55.0
Dealer,1.0,1.0,2.0,BHK,1132.601499,0.0,1.0,"Parel,Lalitpur",18.996549,72.842967,260.0
Dealer,0.0,1.0,3.0,BHK,2036.400662,1.0,1.0,"Sector-81 Gurgaon,Gurgaon",28.388225,76.946376,160.0
Dealer,1.0,1.0,2.0,BHK,580.7966076,0.0,0.0,"Ghodbunder Road,Maharashtra",18.96,72.82,76.7
Dealer,0.0,0.0,3.0,BHK,1228.183581,1.0,1.0,"Gandhi Path,Jaipur",25.879721,86.587391,38.0
unknown,0.0,1.0,3.0,Studio,-1000,1.0,1.0,"Ahinsa Khand 1,Ghaziabad",999.0,-999.0,-1000000.0
Dealer,0.0,0.0,3.0,BHK,1199.887069,1.0,1.0,"Kalyan (West),Maharashtra",19.245347,73.124577,85.0
Dealer,0.0,1.0,1.0,BHK,600.0226424,1.0,1.0,"Kasar vadavali,Lalitpur",24.6902,78.416,53.0
Dealer,0.0,1.0,2.0,BHK,402.6914059,1.0,0.0,"Shirgaon,Lalitpur",24.69028,78.41889,39.5
Dealer,1.0,1.0,2.0,BHK,794.4753407000001,0.0,1.0,"Powai,Mumbai",19.12,72.91,260.0
Owner,0.0,0.0,2.0,BHK,1001.144165,1.0,1.0,"NGGO Colony,Coimbatore",9.506689,77.637778,35.0
Dealer,0.0,0.0,1.0,BHK,717.4581483,1.0,0.0,"Shantikunj,Haridwar",29.892311,78.000723,21.0
unknown,0.0,0.0,3.0,Studio,-1000,1.0,1.0,"NEAR JAIN SCHOOL,Sikar",999.0,-999.0,-1000000.0
Owner,0.0,1.0,2.0,BHK,500.0,1.0,1.0,"Khopoli,Raigarh",18.79143,73.34418000000001,45.0
Dealer,0.0,0.0,3.0,BHK,1460.047783,1.0,1.0,"Rajarhat,Kolkata",22.54111,88.33778000000001,55.0
Owner,0.0,0.0,2.0,BHK,1125.070317,1.0,1.0,"Ahinsa Khand 2,Ghaziabad",28.9196,76.8972,60.0
Dealer,1.0,1.0,3.0,BHK,909.7954645,0.0,1.0,"Powai,Maharashtra",19.12,72.91,270.0
Dealer,1.0,1.0,2.0,BHK,450.0450045,0.0,0.0,"Kanjur marg (west),Maharashtra",18.96,72.82,110.0
Dealer,0.0,1.0,1.0,BHK,650.0,1.0,1.0,"Kolshet Road,Maharashtra",19.249861,72.96386600000001,65.0
Owner,0.0,0.0,3.0,BHK,1300.294406,1.0,1.0,"Uttarahalli,Bangalore",12.90579,77.54264,53.0
Dealer,0.0,0.0,3.0,BHK,1512.186444,1.0,1.0,"Rajarhat,Kolkata",22.54111,88.33778000000001,85.0
Owner,0.0,0.0,3.0,BHK,1869.775627,1.0,1.0,"Kundli,Sonipat",28.874383,77.113251,85.0
Builder,1.0,1.0,2.0,BHK,760.1038191,0.0,0.0,"Kareli Bagh,Vadodara",22.316415,73.202906,41.0
Owner,0.0,0.0,3.0,BHK,1240.0,1.0,1.0,"Thakurpukur,Kolkata",22.461348,88.318428,46.5
Owner,0.0,0.0,2.0,BHK,1184.834123,1.0,1.0,"Bardoli,Surat",21.12,73.12,17.5
Dealer,0.0,1.0,2.0,BHK,1100.0,1.0,1.0,"Raj Nagar Extension,Ghaziabad",26.900926,75.775927,33.0
Owner,0.0,0.0,3.0,BHK,1400.203666,1.0,1.0,"Bhikaripur Khurd,Varanasi",25.695047,83.586612,55.0
Dealer,1.0,1.0,2.0,BHK,1068.319,0.0,1.0,"Chembur,Lalitpur",19.05871,72.89969,200.0
Owner,0.0,0.0,2.0,BHK,900.0321439999999,1.0,1.0,"Bhagyanagar,Ongole",15.5,80.05,28.0
Dealer,0.0,0.0,2.0,BHK,1000.0,1.0,1.0,"Cantt,Varanasi",25.30694,83.00610999999999,85.0
Owner,0.0,0.0,3.0,BHK,1400.1680199999998,1.0,1.0,"Civil Lines,Kota",28.67937,77.22608000000001,50.0
unknown,0.0,0.0,2.0,Studio,-1000,1.0,1.0,"Ambawadi,Bhavnagar",999.0,-999.0,-1000000.0
Owner,0.0,0.0,1.0,BHK,578.7950539,1.0,1.0,"Ajmer Road,Jaipur",26.928785,75.828002,22.0
Builder,1.0,1.0,3.0,BHK,1600.0,0.0,0.0,"Urwa,Mangalore",12.898066,74.834558,72.0
Dealer,0.0,0.0,4.0,BHK,2234.490011,1.0,1.0,"Salt Lake,Kolkata",22.54111,88.33778000000001,170.0
Owner,0.0,0.0,2.0,BHK,1200.0,1.0,1.0,"Vavdi Bamroli connecting road,Godhra",22.77722,73.62028000000001,21.0
,,,,,nan,,,,,,nan
Dealer,0.0,1.0,3.0,BHK,1769.911504,1.0,1.0,"Manapakkam,Chennai",13.0133,80.17286,100.0
Dealer,0.0,0.0,3.0,BHK,1982.441235,1.0,1.0,"Sector-70 Mohali,Mohali",30.697795000000003,76.714722,140.0
Dealer,0.0,0.0,2.0,BHK,675.9761629,1.0,1.0,"Sudarshan Nagar,Pune",18.670894,73.801891,76.0
,,,,,nan,,,,,,nan
Dealer,1.0,0.0,1.0,BHK,607.3223259,0.0,1.0,"Baner,Pune",18.558319,73.77588,42.3
Dealer,0.0,1.0,1.0,BHK,454.9978672,1.0,1.0,"Wadala,Maharashtra",19.015576,72.85144100000001,160.0
Dealer,0.0,0.0,3.0,BHK,1795.063575,1.0,1.0,"Sector-15 Bahadurgarh,Bahadurgarh",30.752321,76.772816,48.0
Owner,0.0,1.0,3.0,BHK,1345.20277,1.0,1.0,"Sector-78 Noida,Noida",28.560719,77.386208,68.0
Dealer,0.0,1.0,2.0,BHK,980.0427655,1.0,1.0,"Mysore Road,Bangalore",12.96991,77.59796,55.0
Dealer,1.0,1.0,2.0,BHK,800.0,0.0,0.0,"Panvel,Maharashtra",18.966114,73.148278,81.0
Owner,0.0,0.0,2.0,BHK,1316.61442,1.0,0.0,"Gudiapokhari,Bhubaneswar",20.26444,85.82806,33.6
Dealer,0.0,0.0,2.0,BHK,1200.056473,1.0,1.0,"Rajaji Nagar,Bangalore",12.9847,77.5491,170.0
Owner,0.0,1.0,2.0,BHK,784.6214202000001,1.0,1.0,"Mahawadiya,Bhopal",23.11702,77.39529,20.0
Owner,0.0,0.0,2.0,BHK,1115.1662609999998,1.0,1.0,"Kanakpura Road,Bangalore",12.896796,77.5724,55.0
Dealer,0.0,0.0,1.0,BHK,440.8128158,1.0,0.0,"Dombivli (East),Maharashtra",19.2167,73.0833,41.0
Dealer,1.0,1.0,2.0,BHK,760.4562738,0.0,1.0,"Mansarovar Extension,Jaipur",26.8626,75.7633,24.0
Dealer,1.0,1.0,4.0,BHK,1807.44668,0.0,0.0,"Bileshivale,Bangalore",13.054202,77.674002,150.0
Owner,0.0,1.0,4.0,BHK,2200.671391,1.0,1.0,"Vadsar,Vadodara",22.3,73.2,59.0
Dealer,0.0,1.0,2.0,BHK,1334.546557,1.0,1.0,"Wadala,Lalitpur",24.69028,78.41889,220.0
Owner,0.0,0.0,2.0,BHK,1179.1680310000002,1.0,1.0,"Sughad,Gandhinagar",23.126218,72.628827,36.0
unknown,0.0,1.0,3.0,Studio,-1000,1.0,1.0,"Konanakunte,Bangalore",999.0,-999.0,-1000000.0
Dealer,0.0,0.0,3.0,BHK,2200.0,1.0,1.0,"Sector-66 Gurgaon,Gurgaon",28.398408,77.056504,220.0
Dealer,0.0,0.0,1.0,BHK,1750.0,1.0,1.0,"Seawoods,Lalitpur",24.69028,78.41889,210.0
Dealer,0.0,0.0,2.0,BHK,800.0,1.0,1.0,"Benad Road,Jaipur",26.91667,75.86667,14.0
Dealer,0.0,0.0,3.0,BHK,1838.461538,1.0,1.0,"Ajmer Road,Jaipur",26.928785,75.828002,47.8
unknown,0.0,0.0,3.0,Studio,-1000,1.0,0.0,"Sector-91 Mohali,Mohali",999.0,-999.0,-1000000.0
Owner,0.0,1.0,2.0,BHK,899.7882850999999,1.0,1.0,"Tikrapara,Bilaspur",22.01845,82.253807,25.5
Dealer,0.0,1.0,4.0,BHK,2993.328429,1.0,1.0,"Mahalaxmi,Maharashtra",18.978006,72.806154,1180.0
Dealer,0.0,0.0,3.0,BHK,2190.8804600000003,1.0,1.0,"Whitefield,Bangalore",12.9958935,77.761394,160.0
Dealer,0.0,0.0,2.0,BHK,1052.48146,1.0,1.0,"Noida Extension,Noida",28.579004,77.431173,36.9
Dealer,1.0,0.0,2.0,BHK,853.3293341,0.0,1.0,"Garia,Kolkata",22.403867,88.47000600000001,56.9
,,,,,nan,,,,,,nan
unknown,0.0,0.0,2.0,Studio,-1000,1.0,1.0,"Manpada,Lalitpur",999.0,-999.0,-1000000.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,1.0,BHK,550.0381970999999,1.0,1.0,"Dahisar (East),Lalitpur",19.256471,72.868815,72.0
Owner,0.0,0.0,2.0,BHK,1117.200675,1.0,1.0,"Porur,Chennai",13.03478,80.15586,53.0
Dealer,0.0,1.0,2.0,BHK,1470.15147,1.0,1.0,"Harlur,Bangalore",12.928575,77.58572099999999,99.0
,,,,,nan,,,,,,nan
,,,,,nan,,,,,,nan
Owner,0.0,1.0,1.0,BHK,469.8318497,1.0,1.0,"Keshwana Rajput,Jaipur",27.837137,76.23904300000001,9.5
Owner,0.0,0.0,3.0,BHK,1910.341314,1.0,1.0,"Kompally,Secunderabad",17.546483,78.480303,75.0
Owner,0.0,0.0,2.0,BHK,835.0730689,1.0,1.0,"Old Perungalathur,Chennai",12.9182,80.0824,40.0
Owner,0.0,0.0,2.0,BHK,1148.447469,1.0,1.0,"RM Park,Valsad",20.606469,72.913465,27.0
Dealer,0.0,0.0,3.0,BHK,1247.549456,1.0,1.0,"Kanjur Marg (East),Maharashtra",18.96,72.82,210.0
Dealer,0.0,0.0,2.0,BHK,1277.320466,1.0,1.0,"Mansarovar,Jaipur",26.8626,75.7633,45.0
Owner,0.0,1.0,2.0,BHK,1200.0,1.0,1.0,"Sector-168 Noida,Noida",28.494868,77.410298,60.0
Builder,0.0,0.0,2.0,BHK,1022.580645,1.0,0.0,"Adityapur,Jamshedpur",22.7808,86.1522,31.7
unknown,0.0,0.0,2.0,Studio,-1000,1.0,1.0,"madina park,Bharuch",999.0,-999.0,-1000000.0
Owner,0.0,0.0,1.0,BHK,674.9846593999999,1.0,1.0,"Khadpabandh,Goa",15.399602,73.999248,33.0
Owner,0.0,0.0,1.0,BHK,649.9133449,1.0,1.0,"Daund,Pune",18.47,74.6,15.0
,,,,,nan,,,,,,nan
Dealer,1.0,1.0,3.0,BHK,878.9101514,0.0,0.0,"Thakur Village,Maharashtra",18.518797,73.933947,220.0
Owner,0.0,0.0,3.0,BHK,1749.856569,1.0,1.0,"Sector 8 Sonipat,Sonipat",28.995663,77.077794,61.0
Dealer,0.0,1.0,4.0,BHK,3230.0565260000003,1.0,1.0,"Goregaon (East),Lalitpur",19.1615,72.8731,760.0
Owner,0.0,0.0,2.0,BHK,1061.051257,1.0,1.0,"RPC layout,Bangalore",12.96991,77.59796,65.0
Owner,1.0,0.0,3.0,BHK,1833.180568,0.0,1.0,"Shyam Nagar,Jaipur",26.809242,75.741434,100.0
Dealer,0.0,1.0,1.0,BHK,650.0314531,1.0,1.0,"Taloja,Maharashtra",21.56128,74.21238000000001,31.0
Dealer,1.0,1.0,1.0,BHK,547.0040299,0.0,1.0,"Thane West,Mumbai",19.18,72.96333,82.8
Dealer,1.0,1.0,1.0,BHK,461.7563739,0.0,1.0,"Punawale,Pune",18.637802,73.745912,32.6
Dealer,0.0,0.0,2.0,BHK,1100.020371,1.0,1.0,"Jakkur,Bangalore",12.928575,77.58572099999999,54.0
Dealer,0.0,1.0,1.0,BHK,665.0544135,1.0,1.0,"Mira Road East,Mumbai",19.2836,72.8675,55.0
Dealer,0.0,0.0,4.0,BHK,3000.0,1.0,1.0,"Michael Palaya,Bangalore",50.817397,4.42145,420.0
Owner,0.0,0.0,3.0,BHK,1110.006627,1.0,1.0,"Behala Chowrasta,Kolkata",22.486964,88.313191,67.0
Dealer,0.0,0.0,4.0,BHK,2655.650634,1.0,1.0,"Marine Drive,Kochi",9.9800255,76.27530300000001,270.0
Dealer,0.0,1.0,3.0,BHK,1839.456338,1.0,1.0,"Marol,Mumbai",22.803593,83.755013,360.0
Owner,0.0,0.0,2.0,BHK,790.1668129999999,1.0,1.0,"9th Phase JP Nagar,Bangalore",35.373870000000004,132.764401,36.0
Dealer,1.0,1.0,3.0,BHK,782.0442637,0.0,0.0,"Mira Road East,Lalitpur",19.2836,72.8675,100.0
Owner,0.0,0.0,3.0,BHK,1034.928849,1.0,1.0,"Aroor,Kochi",9.87806,76.30389,40.0
Owner,0.0,0.0,1.0,BHK,710.991545,1.0,1.0,"Dindoli,Surat",21.142359,72.862596,18.5
Owner,0.0,0.0,1.0,BHK,584.7953216,1.0,1.0,"Sector-7 Gandhidham,Gandhidham",23.050157,70.122999,5.0
Owner,0.0,0.0,3.0,BHK,1230.149855,1.0,1.0,"Garia,Kolkata",22.403867,88.47000600000001,55.0
Dealer,0.0,1.0,1.0,BHK,680.0585897000001,1.0,1.0,"Sector-16 Ulwe,Mumbai",19.076466,72.999804,65.0
Dealer,0.0,0.0,2.0,BHK,1100.096712,1.0,1.0,"Sector 17 Ulwe,Maharashtra",18.964489,73.019574,91.0
Dealer,0.0,0.0,2.0,BHK,900.1406470000001,1.0,1.0,"Hindustan More,Kolkata",22.558039,88.350884,32.0
Owner,0.0,0.0,1.0,BHK,1108.29639,1.0,1.0,"Nizampura,Vadodara",22.328394,73.176639,17.5
Dealer,1.0,1.0,1.0,BHK,320.9628887,0.0,0.0,"Taloja,Mumbai",19.076057,73.097319,28.8
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,1200.197971,1.0,1.0,"Bagmugaliya,Bhopal",23.19046,77.473795,48.5
Dealer,1.0,0.0,3.0,BHK,842.2664625,0.0,1.0,"Ankurhati,Kolkata",22.608638,88.238067,22.0
unknown,,,,Studio,-1000,,,,999.0,-999.0,-1000000.0
Dealer,0.0,0.0,1.0,BHK,650.026001,1.0,1.0,"Rawalpada,Mumbai",18.96667,72.83333,75.0
Owner,0.0,0.0,2.0,BHK,1087.12533,1.0,1.0,"Salt Lake,Kolkata",22.54111,88.33778000000001,70.0
Owner,0.0,0.0,3.0,BHK,1800.08471,1.0,1.0,"Channi,Jammu",25.739179,87.51498000000001,85.0
Dealer,1.0,1.0,1.0,BHK,625.0,0.0,1.0,"Badlapur,Lalitpur",24.69028,78.41889,25.5
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,3.0,BHK,1434.615385,1.0,1.0,"Jadavpur,Kolkata",22.494831,88.37056700000001,74.6
Dealer,0.0,1.0,3.0,BHK,2593.473093,1.0,1.0,"Nipania,Indore",22.760061,75.928572,120.0
,,,,,nan,,,,,,nan
Dealer,1.0,1.0,1.0,BHK,368.3400654,0.0,0.0,"New Panvel,Lalitpur",18.966114,73.148278,38.3
Dealer,1.0,1.0,3.0,BHK,1050.319489,0.0,1.0,"Sector 85 Faridabad,Faridabad",28.406152,77.355951,26.3
Dealer,0.0,1.0,3.0,BHK,1590.574374,1.0,1.0,"Wadala,Maharashtra",19.015576,72.85144100000001,270.0
Dealer,0.0,1.0,3.0,BHK,1092.006512,1.0,1.0,"Worli,Lalitpur",19.0167,72.8167,550.0
Dealer,0.0,1.0,1.0,BHK,706.4475109,1.0,1.0,"Wadala,Lalitpur",24.69028,78.41889,150.0
Owner,0.0,0.0,3.0,BHK,1660.02656,1.0,1.0,"Bommanahalli,Bangalore",12.907374,77.625811,100.0
Owner,0.0,0.0,2.0,BHK,700.0538502999999,1.0,1.0,"Sardar Para,Kolkata",22.54111,88.33778000000001,26.0
Dealer,0.0,0.0,1.0,BHK,1583.166333,1.0,1.0,"Sector-25 Khandeshhwar,Lalitpur",28.582887,77.339935,7.9
Owner,0.0,1.0,4.0,BHK,2987.172729,1.0,1.0,"Sector 81 Faridabad,Faridabad",28.392679,77.344375,170.0
Dealer,1.0,1.0,2.0,BHK,646.9036553,0.0,0.0,"Mihan,Lalitpur",24.69028,78.41889,51.5
Owner,0.0,0.0,1.0,BHK,497.1219257,1.0,1.0,"New perungalathur,Chennai",12.9182,80.0824,19.0
Owner,0.0,0.0,2.0,BHK,950.4608295,1.0,1.0,"SARVA SAMPANNA NAGAR,Indore",22.66667,75.75,16.5
Dealer,0.0,0.0,4.0,BHK,3000.0,1.0,1.0,"Sector-54 Gurgaon,Gurgaon",28.440728000000004,77.114195,390.0
Owner,0.0,1.0,3.0,BHK,1634.368433,1.0,1.0,"Sector-125 Mohali,Mohali",30.751176,76.668359,70.0
Owner,0.0,1.0,2.0,BHK,800.0,1.0,1.0,"Vajdi,Rajkot",22.255549,70.705585,25.0
Owner,0.0,0.0,3.0,BHK,1400.233372,1.0,1.0,"Kundli,Sonipat",28.874383,77.113251,60.0
Owner,0.0,0.0,2.0,BHK,1215.38155,1.0,1.0,"Kalena Agrahara,Bangalore",12.865219,77.59036,61.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,1811.203588,1.0,1.0,"Mazgaon,Lalitpur",24.69028,78.41889,420.0
Dealer,1.0,1.0,2.0,BHK,684.1216216,0.0,0.0,"Balewadi,Lalitpur",24.69028,78.41889,64.8
Dealer,0.0,1.0,2.0,BHK,587.0841487,1.0,1.0,"Sector 88 Faridabad,Faridabad",28.431862,77.351104,27.0
,,,,,nan,,,,,,nan
Dealer,0.0,1.0,3.0,BHK,1623.125676,1.0,1.0,"Wakad,Pune",18.5993,73.7625,210.0
Owner,0.0,0.0,3.0,BHK,2124.430956,1.0,1.0,"Puttappa Layout,Bangalore",12.96991,77.59796,140.0
Owner,0.0,1.0,2.0,BHK,1017.055234,1.0,1.0,"Kanakapura,Bangalore",12.55,77.417,65.0
Owner,0.0,1.0,2.0,BHK,998.816568,1.0,1.0,"Vasna-Bhayli-Road,Vadodara",22.288976,73.128222,42.2
Dealer,0.0,0.0,3.0,BHK,1799.703578,1.0,1.0,"Punkunnam,Thrissur",10.5339,76.2085,85.0
,,,,,nan,,,,,,nan
Dealer,0.0,1.0,3.0,BHK,2080.0,1.0,1.0,"Vasantha Vallabha Nagar,Bangalore",12.96991,77.59796,130.0
Dealer,0.0,1.0,3.0,BHK,1580.015217,1.0,1.0,"Zirakpur,Chandigarh",30.662283,76.822397,62.3
Owner,0.0,0.0,2.0,BHK,1284.109149,1.0,1.0,"Doddakannelli,Bangalore",12.905538,77.694263,80.0
Builder,1.0,0.0,1.0,BHK,807.4382187000001,0.0,0.0,"Goa Velha,Goa",15.4425,73.88306,33.0
Dealer,0.0,1.0,1.0,BHK,371.5688462,1.0,0.0,"Dombivli (East),Lalitpur",19.2167,73.0833,33.3
Dealer,0.0,0.0,2.0,BHK,815.056313,1.0,1.0,"Electronic City,Bangalore",12.8458,77.6727,27.5
unknown,,,,Studio,-1000,,,,999.0,-999.0,-1000000.0
Dealer,0.0,0.0,1.0,RK,350.0072918,1.0,1.0,"Mindspace,Lalitpur",24.69028,78.41889,72.0
Owner,0.0,0.0,1.0,BHK,599.964708,1.0,1.0,"Vidhyadhar Nagar,Jaipur",26.959353000000004,75.77919399999999,34.0
Dealer,0.0,0.0,1.0,BHK,630.0403226,1.0,1.0,"Katraj,Pune",18.437853,73.865268,37.5
Dealer,0.0,0.0,2.0,BHK,1140.007125,1.0,1.0,"Sector-16 Ulwe,Maharashtra",19.076466,72.999804,96.0
Dealer,0.0,0.0,3.0,BHK,1460.1077699999998,1.0,1.0,"Action Area III,Kolkata",22.54111,88.33778000000001,84.0
,,,,,nan,,,,,,nan
Dealer,0.0,0.0,2.0,BHK,1193.196243,1.0,1.0,"Hinoo,Ranchi",23.319558,85.316913,47.0
